id_cliente,total_compras,total_productos_diferentes,total_facturas,valor_total_compras,valor_medio_por_compra,valor_mediano_por_compra,precio_unitario_medio,cantidad_total_productos,cantidad_media_por_compra,primer_compra,ultima_compra,dias_como_cliente,dia_semana_favorito,hora_favorita,pais_principal,paises_diferentes,categorias_productos_diferentes,compras_fines_semana,porcentaje_compras_fines_semana,mes_mas_activo,meses_diferentes_compra,tiempo_medio_entre_compras,tiempo_mediano_entre_compras,frecuencia_compra,meses_activo,valor_mensual_medio,compras_mensuales_medias,categoria_favorita,diversidad_categorias
16782.0,183,103,13,2267.95,12.393169398907103,13.5,3.716666666666666,705,3.8524590163934427,2010-12-09 11:28:00,2011-11-29 13:20:00,356,4,11,United Kingdom,1,5,7,3.825136612021858,12,8,1.9120879120879122,0.0,0.5140449438202247,8,283.49375000000003,22.875,otros,5
13369.0,14,14,1,308.28,22.02,15.0,6.5442857142857145,149,10.642857142857142,2010-12-09 11:30:00,2010-12-09 11:30:00,1,4,11,United Kingdom,1,4,0,0.0,12,1,0.0,0.0,14.0,1,308.28000000000003,14.0,romantico,4
12494.0,77,63,7,1246.1,16.18311688311688,15.0,3.862207792207791,707,9.181818181818182,2010-12-09 11:31:00,2011-11-24 09:34:00,350,4,13,France,1,6,15,19.480519480519483,5,6,4.552631578947368,0.0,0.22,6,207.68333333333337,12.833333333333334,otros,6
17857.0,54,19,23,26879.04,497.76,292.5,10.332407407407409,19256,356.5925925925926,2010-12-09 11:35:00,2011-12-05 13:13:00,362,2,13,United Kingdom,1,4,0,0.0,11,10,6.622641509433962,0.0,0.14917127071823205,11,2443.549090909091,4.909090909090909,otros,4
14932.0,17,17,1,363.53,21.384117647058822,15.9,9.449411764705882,80,4.705882352941177,2010-12-09 11:48:00,2010-12-09 11:48:00,1,4,11,Channel Islands,1,4,0,0.0,12,1,0.0,0.0,17.0,1,363.53,17.0,otros,4
12429.0,97,82,4,3750.4,38.66391752577319,25.5,3.6307216494845367,1557,16.051546391752577,2010-12-09 12:05:00,2011-11-30 17:22:00,357,1,12,Denmark,2,6,0,0.0,6,4,3.6979166666666665,0.0,0.27170868347338933,4,937.6,24.25,otros,6
14987.0,4,2,2,326.4,81.6,81.6,2.55,128,32.0,2010-12-09 12:13:00,2011-11-24 09:59:00,350,4,9,United Kingdom,1,1,0,0.0,11,2,116.33333333333333,0.0,0.011428571428571429,2,163.2,2.0,romantico,1
14355.0,11,11,1,174.4,15.854545454545455,15.0,2.85,92,8.363636363636363,2010-12-09 12:16:00,2010-12-09 12:16:00,1,4,12,United Kingdom,1,2,0,0.0,12,1,0.0,0.0,11.0,1,174.4,11.0,otros,2
17526.0,19,17,4,1195.9,62.9421052631579,29.9,5.225789473684211,310,16.31578947368421,2010-12-09 12:20:00,2011-12-05 11:05:00,361,1,11,United Kingdom,1,4,0,0.0,12,2,19.944444444444443,0.0,0.05263157894736842,3,398.6333333333334,6.333333333333333,otros,4
14896.0,43,43,2,468.77000000000004,10.901627906976746,10.4,2.3979069767441863,279,6.488372093023256,2010-12-09 12:24:00,2011-05-19 10:20:00,161,4,12,United Kingdom,1,4,0,0.0,12,2,3.8095238095238093,0.0,0.2670807453416149,2,234.38500000000002,21.5,otros,4
14440.0,55,33,5,2357.6800000000003,42.8669090909091,35.400000000000006,4.702363636363636,588,10.690909090909091,2010-12-09 12:49:00,2011-12-01 15:42:00,358,4,12,United Kingdom,1,3,0,0.0,12,4,6.574074074074074,0.0,0.15363128491620112,5,471.53600000000006,11.0,otros,3
13240.0,67,59,4,663.6500000000001,9.905223880597017,8.850000000000001,3.3132835820895523,298,4.447761194029851,2010-12-09 12:49:00,2011-09-04 14:08:00,270,7,15,United Kingdom,1,5,46,68.65671641791045,3,4,4.0606060606060606,0.0,0.24814814814814815,4,165.9125,16.75,otros,5
14479.0,18,18,2,316.24999999999994,17.569444444444443,16.8,4.016666666666667,117,6.5,2010-12-09 12:59:00,2011-03-31 09:07:00,112,4,12,United Kingdom,1,4,0,0.0,12,2,6.529411764705882,0.0,0.16071428571428573,2,158.125,9.0,otros,4
16065.0,73,71,1,367.14,5.02931506849315,3.75,1.8763013698630138,228,3.1232876712328768,2010-12-09 13:03:00,2010-12-09 13:03:00,1,4,13,United Kingdom,1,5,0,0.0,12,1,0.0,0.0,73.0,1,367.14,73.0,otros,5
17430.0,14,14,2,265.76000000000005,18.982857142857146,17.700000000000003,1.997857142857143,190,13.571428571428571,2010-12-09 13:05:00,2011-11-07 09:24:00,333,1,9,United Kingdom,1,3,0,0.0,11,2,25.53846153846154,0.0,0.042042042042042045,2,132.88,7.0,otros,3
16520.0,156,129,3,1046.57,6.708782051282051,5.1,2.717564102564102,558,3.576923076923077,2010-12-09 13:08:00,2011-06-06 13:24:00,180,4,13,United Kingdom,1,5,0,0.0,12,3,1.1483870967741936,0.0,0.8666666666666667,3,348.85666666666674,52.0,otros,5
15945.0,2,2,1,181.0,90.5,90.5,2.75,52,26.0,2010-12-09 13:14:00,2010-12-09 13:14:00,1,4,13,United Kingdom,1,2,0,0.0,12,1,0.0,0.0,2.0,1,181.0,2.0,otros,2
15856.0,628,295,27,16143.64,25.706433121019106,10.5,1.7695063694267517,10866,17.302547770700638,2010-12-09 13:34:00,2011-12-05 17:09:00,362,5,17,United Kingdom,1,6,50,7.961783439490445,8,10,0.5582137161084529,0.0,1.7348066298342542,11,1467.6036363636365,57.09090909090909,otros,6
13102.0,304,140,24,6424.089999999999,21.131874999999997,17.0,2.5820394736842105,4204,13.828947368421053,2010-12-09 13:38:00,2011-12-08 12:52:00,364,4,14,United Kingdom,1,5,38,12.5,1,11,1.1716171617161717,0.0,0.8351648351648352,12,535.3408333333333,25.333333333333332,otros,5
15271.0,264,184,15,2493.34,9.444469696969698,7.5,2.7929166666666667,1251,4.738636363636363,2010-12-09 13:47:00,2011-12-02 14:11:00,359,1,13,United Kingdom,1,5,27,10.227272727272728,10,9,1.3307984790874525,0.0,0.7353760445682451,10,249.334,26.4,otros,5
13982.0,111,72,4,1871.81,16.863153153153153,12.75,2.232072072072072,1136,10.234234234234235,2010-12-09 13:57:00,2011-10-31 16:24:00,327,1,13,United Kingdom,1,4,0,0.0,10,4,2.9545454545454546,0.0,0.3394495412844037,4,467.9525,27.75,otros,4
15288.0,88,80,5,2306.5200000000004,26.21045454545455,15.75,3.3252272727272727,775,8.806818181818182,2010-12-09 13:59:00,2011-10-27 16:58:00,323,4,14,United Kingdom,1,5,31,35.22727272727273,3,5,3.67816091954023,0.0,0.2724458204334365,5,461.304,17.6,otros,5
17978.0,12,12,1,300.91999999999996,25.076666666666664,10.65,2.3633333333333337,499,41.583333333333336,2010-12-09 14:05:00,2010-12-09 14:05:00,1,4,14,United Kingdom,1,3,0,0.0,12,1,0.0,0.0,12.0,1,300.91999999999996,12.0,otros,3
16795.0,66,64,1,414.87999999999994,6.286060606060605,4.225,2.20530303030303,239,3.621212121212121,2010-12-09 14:08:00,2010-12-09 14:08:00,1,4,14,United Kingdom,1,5,0,0.0,12,1,0.0,0.0,66.0,1,414.88,66.0,otros,5
16519.0,13,13,2,215.08,16.544615384615387,12.75,6.617692307692308,54,4.153846153846154,2010-12-09 14:08:00,2011-11-14 15:41:00,341,1,15,United Kingdom,1,3,0,0.0,11,2,28.333333333333332,0.0,0.03812316715542522,2,107.53999999999999,6.5,otros,3
17816.0,17,16,4,36.559999999999995,2.1505882352941175,2.08,1.4105882352941175,30,1.7647058823529411,2010-12-09 14:10:00,2011-11-03 11:34:00,329,4,14,United Kingdom,1,2,0,0.0,12,4,20.4375,0.0,0.05167173252279635,4,9.14,4.25,otros,2
16255.0,270,146,8,2619.91,9.70337037037037,8.25,2.851,1767,6.544444444444444,2010-12-09 14:25:00,2011-11-23 12:40:00,349,7,12,United Kingdom,1,4,86,31.851851851851855,7,7,1.278810408921933,0.0,0.7736389684813754,7,374.2728571428571,38.57142857142857,otros,4
17671.0,53,40,4,1572.7100000000003,29.673773584905664,20.4,3.1973584905660366,772,14.566037735849056,2010-12-09 14:27:00,2011-11-24 12:21:00,350,4,12,United Kingdom,1,3,0,0.0,12,4,6.711538461538462,0.0,0.15142857142857144,4,393.1775,13.25,otros,3
17646.0,51,46,3,1008.39,19.77235294117647,15.9,4.756666666666666,323,6.333333333333333,2010-12-09 14:28:00,2011-05-04 13:17:00,146,4,13,United Kingdom,1,2,0,0.0,5,3,2.9,0.0,0.3493150684931507,3,336.13000000000005,17.0,otros,2
12872.0,66,58,2,599.9700000000001,9.090454545454548,5.449999999999999,2.49560606060606,319,4.833333333333333,2010-12-09 14:44:00,2011-01-17 10:52:00,39,4,14,United Kingdom,1,5,0,0.0,12,2,0.5846153846153846,0.0,1.6923076923076923,2,299.985,33.0,otros,5
17339.0,9,9,2,243.36,27.040000000000003,15.0,2.9522222222222223,152,16.88888888888889,2010-12-09 14:44:00,2011-09-06 13:29:00,271,2,13,United Kingdom,1,2,0,0.0,9,2,33.75,0.0,0.033210332103321034,2,121.68,4.5,otros,2
17097.0,211,153,8,954.42,4.523317535545024,3.3,2.5918009478672985,459,2.175355450236967,2010-12-09 14:55:00,2011-12-07 17:05:00,364,3,15,Spain,1,5,2,0.9478672985781991,12,4,1.7190476190476192,0.0,0.5796703296703297,5,190.884,42.2,otros,5
15192.0,51,36,3,1044.3200000000002,20.476862745098042,15.600000000000001,2.514705882352941,918,18.0,2010-12-09 14:56:00,2011-08-12 11:41:00,246,3,15,United Kingdom,1,3,0,0.0,6,3,4.9,0.0,0.2073170731707317,3,348.1066666666666,17.0,otros,3
15380.0,36,22,5,1690.26,46.95166666666667,19.31,6.140555555555554,376,10.444444444444445,2010-12-09 15:01:00,2011-12-01 12:13:00,357,4,16,United Kingdom,1,1,0,0.0,7,4,10.142857142857142,0.0,0.10084033613445378,5,338.052,7.2,otros,1
17950.0,71,63,3,482.2,6.791549295774648,4.2,2.3209859154929573,366,5.154929577464789,2010-12-09 15:16:00,2011-09-28 15:18:00,294,4,15,United Kingdom,1,5,0,0.0,12,2,4.171428571428572,0.0,0.24149659863945577,2,241.10000000000002,35.5,otros,5
12826.0,91,58,7,1474.72,16.205714285714286,16.5,1.9276923076923083,1058,11.626373626373626,2010-12-09 15:21:00,2011-12-07 10:25:00,363,4,12,United Kingdom,1,4,0,0.0,1,5,3.988888888888889,0.0,0.25068870523415976,6,245.78666666666663,15.166666666666666,otros,4
17456.0,17,17,1,249.86,14.69764705882353,13.52,1.5076470588235293,222,13.058823529411764,2010-12-09 15:23:00,2010-12-09 15:23:00,1,4,15,United Kingdom,1,3,0,0.0,12,1,0.0,0.0,17.0,1,249.86,17.0,otros,3
15811.0,133,117,6,2218.62,16.681353383458646,15.299999999999999,3.487669172932331,1071,8.052631578947368,2010-12-09 15:29:00,2011-11-17 15:31:00,344,4,15,United Kingdom,1,5,0,0.0,8,5,2.5757575757575757,0.0,0.3866279069767442,5,443.724,26.6,otros,5
13327.0,108,74,8,3627.77,33.59046296296296,25.200000000000003,2.772222222222222,1600,14.814814814814815,2010-12-09 15:32:00,2011-11-01 10:21:00,327,2,15,United Kingdom,1,4,0,0.0,3,7,3.0186915887850465,0.0,0.3302752293577982,7,518.2528571428572,15.428571428571429,otros,4
18225.0,269,150,12,5504.960000000001,20.464535315985135,17.34,2.558698884758364,3242,12.052044609665428,2010-12-09 15:46:00,2011-12-06 13:27:00,362,4,15,United Kingdom,1,5,21,7.806691449814126,11,9,1.3246268656716418,0.0,0.7430939226519337,10,550.496,26.9,otros,5
15211.0,52,52,2,894.41,17.20019230769231,15.299999999999999,5.495769230769231,240,4.615384615384615,2010-12-09 16:08:00,2011-10-10 13:31:00,305,1,13,United Kingdom,1,5,0,0.0,10,2,5.96078431372549,0.0,0.17049180327868851,2,447.20500000000004,26.0,otros,5
15596.0,77,51,5,1406.5900000000001,18.2674025974026,15.9,4.1832467532467525,561,7.285714285714286,2010-12-09 16:10:00,2011-08-31 10:55:00,265,4,13,United Kingdom,1,3,0,0.0,1,5,3.4473684210526314,0.0,0.29056603773584905,5,281.31800000000004,15.4,otros,3
16163.0,6,5,2,856.6000000000001,142.76666666666668,102.45,4.791666666666667,192,32.0,2010-12-09 16:28:00,2011-04-21 15:15:00,133,4,16,United Kingdom,1,2,0,0.0,12,2,26.4,0.0,0.045112781954887216,2,428.30000000000007,3.0,cumpleanos,2
16907.0,140,89,5,928.76,6.634,4.2,3.7702857142857136,286,2.0428571428571427,2010-12-09 16:52:00,2011-11-10 18:04:00,337,4,16,United Kingdom,1,3,0,0.0,12,5,2.402877697841727,0.0,0.41543026706231456,5,185.752,28.0,otros,3
17576.0,402,245,19,3564.83,8.86773631840796,7.5,2.994378109452737,1967,4.893034825870647,2010-12-09 16:57:00,2011-12-01 17:56:00,358,2,17,United Kingdom,1,5,0,0.0,9,12,0.8753117206982544,0.0,1.1229050279329609,13,274.2176923076923,30.923076923076923,otros,5
14713.0,338,146,11,2662.2000000000003,7.876331360946747,4.949999999999999,2.4751479289940828,1613,4.772189349112426,2010-12-09 18:58:00,2011-11-30 16:26:00,356,4,17,United Kingdom,1,5,0,0.0,11,8,1.0385756676557865,0.0,0.949438202247191,8,332.77500000000003,42.25,otros,5
14702.0,342,196,17,3251.79,9.508157894736842,7.65,3.776637426900585,1439,4.207602339181286,2010-12-09 19:23:00,2011-12-08 19:29:00,365,4,19,United Kingdom,1,5,70,20.46783625730994,10,10,1.035190615835777,0.0,0.936986301369863,11,295.61727272727273,31.09090909090909,otros,5
13230.0,587,393,14,2755.6299999999997,4.694429301533219,2.95,2.416746166950596,1638,2.79045996592845,2010-12-09 19:28:00,2011-12-05 16:03:00,361,4,16,United Kingdom,1,6,149,25.383304940374785,4,8,0.6040955631399317,0.0,1.626038781163435,9,306.18111111111114,65.22222222222223,otros,6
13969.0,619,334,18,9024.17,14.578626817447496,9.48,2.9629240710823908,4528,7.315024232633279,2010-12-09 19:32:00,2011-12-02 15:11:00,358,4,15,United Kingdom,1,5,0,0.0,10,10,0.5647249190938511,0.0,1.729050279329609,11,820.3790909090909,56.27272727272727,otros,5
17530.0,390,306,10,2367.12,6.069538461538461,4.2,2.323102564102564,1514,3.882051282051282,2010-12-09 20:01:00,2011-12-08 18:42:00,364,4,17,United Kingdom,1,6,0,0.0,12,7,0.9280205655526992,0.0,1.0714285714285714,8,295.89,48.75,otros,6
15805.0,299,220,17,5488.18,18.355117056856187,15.9,2.747257525083612,3367,11.26086956521739,2010-12-10 09:33:00,2011-11-16 16:32:00,342,4,12,United Kingdom,1,5,0,0.0,10,8,1.1308724832214765,0.0,0.8742690058479532,8,686.0225,37.375,otros,5
12471.0,459,150,30,19788.65,43.11252723311547,20.4,4.303311546840959,8200,17.864923747276688,2010-12-10 09:35:00,2011-12-07 15:43:00,363,4,9,Germany,1,6,0,0.0,12,11,0.7707423580786026,0.0,1.2644628099173554,12,1649.0541666666666,38.25,otros,6
17696.0,115,78,8,2285.7100000000005,19.875739130434788,15.0,2.3863478260869573,1756,15.269565217391305,2010-12-10 09:51:00,2011-11-01 13:43:00,327,2,13,United Kingdom,1,4,13,11.304347826086957,7,6,2.8333333333333335,0.0,0.3516819571865443,6,380.95166666666665,19.166666666666668,otros,4
17076.0,25,17,3,841.0799999999999,33.6432,20.4,5.8696,295,11.8,2010-12-10 10:08:00,2011-11-03 17:53:00,329,5,17,United Kingdom,1,3,0,0.0,11,3,13.625,0.0,0.07598784194528875,3,280.35999999999996,8.333333333333334,otros,3
17827.0,215,190,5,1987.33,9.24339534883721,5.95,2.403627906976744,1240,5.767441860465116,2010-12-10 10:18:00,2011-12-04 15:00:00,360,5,11,United Kingdom,1,5,61,28.37209302325581,12,2,1.6728971962616823,0.0,0.5972222222222222,3,662.4433333333333,71.66666666666667,otros,5
16265.0,258,164,9,5447.0,21.112403100775193,16.700000000000003,3.7438759689922483,2646,10.255813953488373,2010-12-10 10:21:00,2011-11-30 16:41:00,356,5,12,United Kingdom,1,6,20,7.751937984496124,2,7,1.377431906614786,0.0,0.7247191011235955,7,778.1428571428571,36.857142857142854,otros,6
17880.0,26,26,1,458.91999999999996,17.650769230769228,17.700000000000003,2.4615384615384617,314,12.076923076923077,2010-12-10 10:21:00,2010-12-10 10:21:00,1,5,10,United Kingdom,1,2,0,0.0,12,1,0.0,0.0,26.0,1,458.92,26.0,otros,2
13000.0,31,30,3,534.8500000000001,17.253225806451617,15.299999999999999,3.012580645161291,379,12.225806451612904,2010-12-10 10:26:00,2011-08-25 10:43:00,259,5,10,United Kingdom,1,4,0,0.0,3,3,8.566666666666666,0.0,0.11969111969111969,3,178.28333333333333,10.333333333333334,otros,4
16499.0,19,18,2,365.45000000000005,19.234210526315792,15.0,4.302631578947368,127,6.684210526315789,2010-12-10 10:27:00,2010-12-14 13:31:00,5,5,10,United Kingdom,1,3,0,0.0,12,1,0.2222222222222222,0.0,3.8,1,365.45,19.0,otros,3
17790.0,189,121,14,1964.3000000000002,10.393121693121694,8.5,3.1368253968253965,835,4.417989417989418,2010-12-10 10:47:00,2011-11-13 11:30:00,339,7,14,United Kingdom,1,5,64,33.86243386243386,10,8,1.7606382978723405,0.0,0.5575221238938053,8,245.5375,23.625,romantico,5
12731.0,274,109,12,18895.91,68.96317518248175,50.400000000000006,3.346167883211679,8437,30.791970802919707,2010-12-10 10:56:00,2011-11-16 11:59:00,342,1,10,France,1,6,0,0.0,9,10,1.2344322344322345,0.0,0.8011695906432749,10,1889.591,27.4,otros,6
14419.0,202,112,6,1051.79,5.206881188118811,3.75,2.5227227722772274,483,2.391089108910891,2010-12-10 10:56:00,2011-11-29 11:22:00,355,2,11,United Kingdom,1,5,0,0.0,11,5,1.7462686567164178,0.0,0.5690140845070423,5,210.358,40.4,otros,5
14082.0,29,28,1,182.24999999999997,6.284482758620689,3.75,2.587586206896552,110,3.793103448275862,2010-12-10 11:02:00,2010-12-10 11:02:00,1,5,11,United Kingdom,1,3,0,0.0,12,1,0.0,0.0,29.0,1,182.25,29.0,otros,3
17912.0,37,35,5,310.06,8.38,8.850000000000001,4.063513513513513,184,4.972972972972973,2010-12-10 11:11:00,2011-02-02 14:25:00,55,5,16,United Kingdom,1,5,0,0.0,12,2,1.4722222222222223,0.0,0.6727272727272727,2,155.03,18.5,otros,5
15723.0,38,37,1,190.70000000000002,5.018421052631579,2.95,2.6513157894736845,73,1.9210526315789473,2010-12-10 11:12:00,2010-12-10 11:12:00,1,5,11,United Kingdom,1,3,0,0.0,12,1,0.0,0.0,38.0,1,190.7,38.0,otros,3
16656.0,73,14,15,8625.800000000001,118.16164383561646,90.0,2.201643835616439,8894,121.83561643835617,2010-12-10 11:23:00,2011-11-17 14:43:00,343,2,9,United Kingdom,1,1,0,0.0,7,11,4.652777777777778,0.0,0.21282798833819241,11,784.1636363636363,6.636363636363637,otros,1
14037.0,28,27,2,147.2,5.257142857142857,3.75,3.460714285714286,46,1.6428571428571428,2010-12-10 11:39:00,2011-06-16 13:57:00,189,5,11,United Kingdom,1,3,0,0.0,12,2,6.962962962962963,0.0,0.14814814814814814,2,73.6,14.0,otros,3
14256.0,53,51,2,969.06,18.284150943396224,15.9,4.051886792452829,414,7.811320754716981,2010-12-10 11:44:00,2011-03-24 13:17:00,105,5,11,United Kingdom,1,4,0,0.0,12,2,2.0,0.0,0.5047619047619047,2,484.53,26.5,otros,4
14543.0,71,43,16,3599.73,50.70042253521127,25.5,6.115915492957745,675,9.507042253521126,2010-12-10 11:51:00,2011-11-11 12:45:00,337,2,13,United Kingdom,1,5,0,0.0,6,10,4.7,0.0,0.21068249258160238,10,359.97300000000007,7.1,otros,5
16062.0,64,50,4,1153.62,18.0253125,10.5,2.7225,800,12.5,2010-12-10 12:00:00,2011-11-30 12:15:00,356,5,12,United Kingdom,1,5,0,0.0,7,4,5.603174603174603,0.0,0.1797752808988764,4,288.40500000000003,16.0,otros,5
18116.0,371,230,8,1403.1100000000001,3.781967654986523,2.5,2.386630727762803,837,2.256064690026954,2010-12-10 12:14:00,2011-10-03 11:00:00,297,4,13,United Kingdom,1,6,88,23.71967654986523,12,4,0.7945945945945946,0.0,1.2491582491582491,4,350.7775,92.75,otros,6
16019.0,160,133,9,3786.24,23.663999999999998,15.9,3.3305,1733,10.83125,2010-12-10 12:29:00,2011-10-24 11:51:00,318,2,10,United Kingdom,1,5,0,0.0,10,7,1.9748427672955975,0.0,0.5031446540880503,7,540.8914285714285,22.857142857142858,otros,5
18178.0,97,80,4,1590.81,16.400103092783503,16.5,2.448762886597938,983,10.1340206185567,2010-12-10 12:42:00,2011-08-03 09:30:00,236,3,10,United Kingdom,1,4,0,0.0,5,4,2.4375,0.0,0.4110169491525424,4,397.7025,24.25,otros,4
18065.0,137,110,14,2392.83,17.465912408759124,15.9,4.154306569343066,1027,7.4963503649635035,2010-12-10 12:44:00,2011-12-04 10:30:00,359,3,11,United Kingdom,1,5,23,16.78832116788321,12,5,2.6176470588235294,0.0,0.3816155988857939,6,398.805,22.833333333333332,otros,5
14952.0,138,117,11,8099.489999999999,58.69195652173912,35.400000000000006,3.3994202898550725,3355,24.31159420289855,2010-12-10 12:48:00,2011-10-11 10:33:00,305,2,8,United Kingdom,1,4,16,11.594202898550725,5,5,2.204379562043796,0.0,0.4524590163934426,5,1619.898,27.6,otros,4
13148.0,312,231,12,3683.26,11.805320512820513,9.959999999999999,3.4928846153846154,1965,6.298076923076923,2010-12-10 13:06:00,2011-11-10 15:23:00,336,7,13,United Kingdom,1,5,144,46.15384615384615,1,6,1.067524115755627,0.0,0.9285714285714286,6,613.8766666666667,52.0,otros,5
12989.0,64,41,15,6924.110000000001,108.18921875000001,63.72,3.1915625,2943,45.984375,2010-12-10 13:24:00,2011-12-06 15:28:00,362,4,12,United Kingdom,1,2,1,1.5625,12,10,5.634920634920635,0.0,0.17679558011049723,11,629.4645454545455,5.818181818181818,otros,2
14107.0,123,61,7,2703.23,21.977479674796747,17.4,2.65910569105691,1793,14.577235772357724,2010-12-10 13:29:00,2011-10-19 12:12:00,313,5,12,United Kingdom,1,3,25,20.32520325203252,3,7,2.540983606557377,0.0,0.3929712460063898,7,386.17571428571426,17.571428571428573,otros,3
15881.0,29,26,5,501.39000000000004,17.289310344827587,5.699999999999999,3.3168965517241378,260,8.96551724137931,2010-12-10 13:32:00,2011-01-31 16:59:00,53,1,16,United Kingdom,1,5,0,0.0,1,2,1.8214285714285714,0.0,0.5471698113207547,2,250.695,14.5,otros,5
12785.0,14,14,1,311.95,22.282142857142855,19.5,4.828571428571428,131,9.357142857142858,2010-12-10 13:48:00,2010-12-10 13:48:00,1,5,13,Portugal,1,3,0,0.0,12,1,0.0,0.0,14.0,1,311.95,14.0,otros,3
16727.0,44,41,1,256.31999999999994,5.825454545454544,4.6,1.6643181818181816,167,3.7954545454545454,2010-12-10 13:48:00,2010-12-10 13:48:00,1,5,13,United Kingdom,1,4,0,0.0,12,1,0.0,0.0,44.0,1,256.32,44.0,otros,4
15514.0,166,96,11,4023.72,24.239277108433733,10.725,2.323493975903615,2098,12.63855421686747,2010-12-10 13:50:00,2011-11-27 14:40:00,353,5,12,United Kingdom,1,5,39,23.49397590361446,11,4,2.109090909090909,0.0,0.4702549575070821,4,1005.9299999999998,41.5,otros,5
13787.0,31,24,2,309.04,9.969032258064518,7.800000000000001,2.4777419354838712,337,10.870967741935484,2010-12-10 14:45:00,2011-09-25 12:06:00,289,7,12,United Kingdom,1,3,24,77.41935483870968,9,2,9.6,0.0,0.10726643598615918,2,154.52,15.5,otros,3
17865.0,370,191,20,10526.32,28.449513513513512,18.25,2.763675675675676,5757,15.55945945945946,2010-12-10 14:53:00,2011-11-09 12:08:00,334,3,12,United Kingdom,1,6,0,0.0,8,11,0.8888888888888888,0.0,1.1077844311377245,11,956.9381818181818,33.63636363636363,otros,6
17220.0,467,303,14,3187.5499999999997,6.825588865096359,5.0,2.469100642398287,1897,4.062098501070664,2010-12-10 14:54:00,2011-11-15 13:47:00,340,3,13,United Kingdom,1,5,0,0.0,9,9,0.7188841201716738,0.0,1.3735294117647059,9,354.1722222222222,51.888888888888886,otros,5
16565.0,3,3,1,173.7,57.9,17.85,5.116666666666667,46,15.333333333333334,2010-12-10 15:21:00,2010-12-10 15:21:00,1,5,15,United Kingdom,1,1,0,0.0,12,1,0.0,0.0,3.0,1,173.7,3.0,otros,1
16873.0,279,179,6,7123.620000000001,25.532688172043013,20.16,3.503727598566308,3840,13.763440860215054,2010-12-10 15:45:00,2011-12-05 12:05:00,360,5,15,United Kingdom,1,5,50,17.921146953405017,12,5,1.2805755395683454,0.0,0.775,6,1187.27,46.5,otros,5
14062.0,111,60,12,10464.850000000002,94.27792792792795,69.36,2.8256756756756767,5593,50.387387387387385,2010-12-10 15:56:00,2011-11-30 10:04:00,355,4,15,United Kingdom,1,4,0,0.0,12,8,3.1818181818181817,0.0,0.3126760563380282,8,1308.10625,13.875,otros,4
18016.0,122,90,5,1477.66,12.111967213114754,9.899999999999999,3.357131147540984,1027,8.418032786885245,2010-12-10 17:14:00,2011-11-07 13:25:00,332,1,14,United Kingdom,1,4,0,0.0,9,5,2.71900826446281,0.0,0.3674698795180723,5,295.532,24.4,otros,4
14448.0,20,20,2,375.35,18.767500000000002,4.6,2.7175000000000007,104,5.2,2010-12-10 17:26:00,2011-11-30 13:50:00,355,5,17,United Kingdom,1,3,0,0.0,12,2,18.63157894736842,0.0,0.056338028169014086,2,187.675,10.0,otros,3
15503.0,66,66,1,141.04,2.1369696969696967,1.65,2.085909090909091,70,1.0606060606060606,2010-12-12 10:57:00,2010-12-12 10:57:00,1,7,10,United Kingdom,1,5,66,100.0,12,1,0.0,0.0,66.0,1,141.04,66.0,otros,5
17251.0,37,37,1,269.83000000000004,7.292702702702703,5.9,3.3294594594594598,108,2.918918918918919,2010-12-12 11:06:00,2010-12-12 11:06:00,1,7,11,United Kingdom,1,4,37,100.0,12,1,0.0,0.0,37.0,1,269.83,37.0,otros,4
16923.0,626,313,19,7069.08,11.292460063897764,7.6499999999999995,3.091884984025559,3344,5.34185303514377,2010-12-12 11:06:00,2011-11-27 13:00:00,351,7,11,United Kingdom,1,5,555,88.65814696485623,11,10,0.5456,0.0,1.7834757834757835,10,706.908,62.6,otros,5
14159.0,1175,501,11,4630.35,3.9407234042553196,3.0,1.497463829787234,4348,3.7004255319148935,2010-12-12 11:17:00,2011-11-20 12:36:00,344,7,12,United Kingdom,1,6,484,41.191489361702125,9,7,0.2887563884156729,0.0,3.4156976744186047,7,661.4785714285715,167.85714285714286,otros,6
14577.0,123,86,4,859.7100000000002,6.989512195121953,5.9,2.643333333333334,353,2.869918699186992,2010-12-12 11:26:00,2011-11-27 12:47:00,351,7,11,United Kingdom,1,4,71,57.72357723577236,12,4,2.8688524590163933,0.0,0.3504273504273504,4,214.9275,30.75,otros,4
17126.0,248,187,5,989.45,3.989717741935484,2.55,1.8836290322580644,780,3.1451612903225805,2010-12-12 11:26:00,2011-07-10 13:52:00,211,7,13,United Kingdom,1,5,248,100.0,7,3,0.8502024291497976,0.0,1.1753554502369667,3,329.81666666666666,82.66666666666667,otros,5
12753.0,197,132,6,21429.39,108.77862944162436,100.80000000000001,2.33736040609137,11421,57.974619289340104,2010-12-12 11:44:00,2011-11-17 10:52:00,340,3,11,Japan,1,4,48,24.36548223350254,2,6,1.719387755102041,0.0,0.5794117647058824,6,3571.565,32.833333333333336,otros,4
17236.0,105,88,6,916.1300000000001,8.72504761904762,4.35,2.6937142857142855,474,4.514285714285714,2010-12-12 11:49:00,2011-11-27 12:00:00,351,7,12,United Kingdom,1,4,46,43.80952380952381,11,6,3.3365384615384617,0.0,0.29914529914529914,6,152.68833333333333,17.5,otros,4
